,Alley,Lot Shape,Land Contour,Overall Cond,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,MS SubClass,MS Zoning,Street,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Qual,Garage Cond,Paved Drive,Pool QC,Fence,Misc Feature,Mo Sold,Sale Type,Year Built,Year Remod/Add,Garage Yr Blt,Yr Sold,Lot Frontage,Lot Area,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,SalePrice
46,Grvl,Reg,Lvl,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,CBlock,TA,TA,No,50,RL,Pave,LwQ,BLQ,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,TA,6,Min2,0,missing,Detchd,Unf,2.0,TA,TA,Y,missing,missing,missing,7,WD ,1941,1960,1977.0,2009,60.0,10998,0.0,408.0,420.0,156.0,984.0,984,620,0,1604,660.0,0,68,0,0,0,0,0,117000
47,missing,Reg,HLS,6,Gable,CompShg,Stucco,Wd Shng,None,TA,Fa,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,BrkTil,Gd,TA,No,70,RL,Pave,Unf,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,RFn,1.0,TA,TA,P,missing,MnPrv,missing,2,WD ,1931,2000,1931.0,2008,60.0,7200,0.0,0.0,0.0,776.0,776.0,851,651,0,1502,270.0,0,0,112,0,0,0,0,149000
48,missing,Reg,Lvl,5,Gable,CompShg,HdBoard,HdBoard,Stone,TA,TA,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,CBlock,TA,TA,No,20,RL,Pave,Rec,LwQ,GasA,TA,Y,SBrkr,1.0,0.0,1,0,3,1,TA,6,Typ,0,missing,Attchd,RFn,1.0,TA,TA,Y,missing,MnPrv,missing,2,WD ,1954,1954,1954.0,2010,80.0,9920,110.0,354.0,290.0,412.0,1056.0,1063,0,0,1063,280.0,0,0,164,0,0,0,0,128000
49,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,Wd Shng,Stone,Gd,TA,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,PConc,Gd,TA,No,160,RL,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,2,1,Gd,6,Typ,0,missing,BuiltIn,RFn,2.0,TA,TA,Y,missing,missing,missing,10,WD ,2003,2004,2003.0,2008,36.0,2448,106.0,0.0,0.0,764.0,764.0,764,862,0,1626,474.0,0,27,0,0,0,0,0,155000
50,missing,Reg,Lvl,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,PConc,Gd,TA,No,160,FV,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,2,1,Gd,4,Typ,0,missing,Detchd,Unf,2.0,TA,TA,Y,missing,missing,missing,6,WD ,2000,2000,2000.0,2006,0.0,2998,513.0,353.0,0.0,403.0,756.0,768,756,0,1524,440.0,0,32,0,0,0,0,0,166000
51,missing,Reg,Lvl,3,Gable,CompShg,WdShing,Plywood,None,TA,TA,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,4,BrkTil,TA,TA,No,50,RL,Pave,BLQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,2,0,4,1,Gd,7,Min2,2,TA,Detchd,Unf,2.0,TA,TA,Y,missing,MnPrv,missing,12,WD ,1928,1950,1981.0,2009,65.0,7804,0.0,622.0,0.0,500.0,1122.0,1328,653,0,1981,576.0,431,44,0,0,0,0,0,135000
52,missing,IR1,Lvl,5,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,7,CBlock,Gd,TA,No,60,RL,Pave,BLQ,LwQ,GasA,TA,Y,SBrkr,1.0,0.0,3,1,5,1,Gd,12,Typ,2,TA,Attchd,RFn,2.0,TA,TA,Y,Fa,MnPrv,TenC,7,WD ,1978,1978,1978.0,2006,80.0,16692,184.0,790.0,469.0,133.0,1392.0,1392,1392,0,2784,564.0,0,112,0,0,440,519,2000,250000
53,missing,Reg,Lvl,7,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,CBlock,TA,TA,No,160,RM,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,1,1,3,1,TA,5,Typ,0,missing,missing,missing,0.0,missing,missing,Y,missing,missing,missing,3,WD ,1970,1970,missing,2010,21.0,1476,0.0,176.0,0.0,370.0,546.0,546,546,0,1092,0.0,200,26,0,0,0,0,0,76000
54,missing,Reg,Lvl,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,CBlock,TA,TA,No,20,RL,Pave,Unf,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,1,2,1,Gd,5,Typ,1,Gd,Attchd,Unf,2.0,TA,TA,Y,missing,missing,missing,6,WD ,1951,1951,1951.0,2006,75.0,10170,522.0,0.0,0.0,216.0,216.0,1575,0,0,1575,400.0,0,0,0,0,0,0,0,155000
55,missing,Reg,Lvl,7,Gable,CompShg,HdBoard,HdBoard,Stone,TA,TA,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,CBlock,TA,TA,No,60,RL,Pave,ALQ,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,1,4,1,TA,7,Typ,0,missing,Attchd,Fin,1.0,TA,TA,Y,missing,MnPrv,missing,3,WD ,1969,1969,1969.0,2010,80.0,9364,143.0,371.0,0.0,292.0,663.0,663,689,0,1352,299.0,379,36,0,0,0,0,0,158000
56,Pave,Reg,Lvl,5,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,PConc,Gd,TA,No,160,FV,Pave,GLQ,ALQ,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,2,1,Gd,4,Typ,0,missing,Detchd,RFn,2.0,TA,TA,Y,missing,missing,missing,2,WD ,2004,2005,2004.0,2010,24.0,2544,0.0,368.0,42.0,190.0,600.0,600,600,0,1200,480.0,0,172,0,0,0,0,0,149500
57,missing,Reg,Lvl,6,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,CBlock,TA,TA,No,20,RL,Pave,BLQ,Unf,GasA,TA,Y,FuseA,0.0,0.0,1,0,2,1,TA,5,Typ,0,missing,Attchd,Unf,1.0,TA,TA,Y,missing,MnPrv,missing,3,WD ,1954,1975,1954.0,2006,82.0,9888,0.0,486.0,0.0,450.0,936.0,936,0,0,936,240.0,0,0,160,0,0,0,0,121000
58,missing,Reg,Lvl,7,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,CBlock,TA,TA,No,20,RL,Pave,Rec,ALQ,GasA,TA,Y,FuseF,0.0,1.0,1,0,3,1,TA,6,Typ,0,missing,Attchd,Fin,1.0,TA,TA,Y,missing,MnPrv,missing,6,WD ,1953,1953,1953.0,2007,68.0,7942,0.0,85.0,955.0,0.0,1040.0,1040,0,0,1040,293.0,0,0,0,0,0,0,0,136000
59,missing,IR2,Lvl,5,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,PConc,Gd,TA,No,60,RL,Pave,Rec,Unf,GasA,Gd,Y,SBrkr,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,11,WD ,1996,1996,1996.0,2008,0.0,15038,0.0,138.0,0.0,778.0,916.0,916,720,0,1636,386.0,168,84,0,0,0,0,0,173000
60,missing,IR1,Lvl,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,PConc,Gd,TA,No,60,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,4,WD ,1999,2007,1999.0,2010,92.0,11764,348.0,524.0,0.0,628.0,1152.0,1164,1106,0,2270,671.0,132,57,0,0,0,0,0,290000
61,missing,Reg,Lvl,5,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,PConc,Gd,TA,Av,60,FV,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,Fin,2.0,TA,TA,Y,missing,missing,missing,8,New,2007,2007,2007.0,2007,75.0,9000,0.0,64.0,0.0,1120.0,1184.0,1184,1426,0,2610,550.0,208,364,0,0,0,0,0,303477
62,missing,IR1,Low,7,Hip,CompShg,Wd Sdng,Wd Sdng,None,Gd,Gd,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,CBlock,Gd,TA,Gd,20,RL,Pave,ALQ,Unf,GasA,Gd,Y,SBrkr,1.0,0.0,1,1,1,1,TA,4,Typ,2,TA,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,4,WD ,1977,2001,1977.0,2010,0.0,20062,0.0,1092.0,0.0,328.0,1420.0,1483,0,0,1483,690.0,496,0,0,0,0,0,0,270000
63,missing,Reg,Lvl,5,Gable,CompShg,WdShing,Wd Shng,None,Fa,Fa,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,BrkTil,TA,TA,No,50,RM,Pave,Rec,Unf,GasA,Gd,N,FuseA,0.0,0.0,1,0,2,1,Ex,6,Typ,1,Gd,Detchd,Unf,1.0,Fa,Fa,N,missing,missing,missing,6,WD ,1920,1950,1920.0,2008,81.0,7308,0.0,360.0,0.0,576.0,936.0,960,780,0,1740,225.0,0,0,236,0,0,0,0,122250
64,missing,Reg,Lvl,5,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,CBlock,TA,TA,No,20,RL,Pave,Rec,LwQ,GasA,Gd,Y,FuseA,0.0,1.0,1,0,3,1,Gd,6,Typ,0,missing,Attchd,Unf,1.0,TA,TA,Y,missing,GdWo,missing,7,WD ,1955,1955,1955.0,2009,70.0,8750,0.0,172.0,483.0,727.0,1382.0,1382,0,0,1382,350.0,280,0,0,0,0,0,0,153000
65,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,AllPub,Inside,Gtl,Mitchel,Feedr,Norm,1Fam,1Story,5,PConc,Gd,TA,No,20,RL,Pave,ALQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,1,0,3,1,TA,6,Typ,0,missing,missing,missing,0.0,missing,missing,Y,missing,missing,missing,12,New,2007,2007,missing,2007,70.0,8402,0.0,206.0,0.0,914.0,1120.0,1120,0,0,1120,0.0,0,30,0,0,0,0,0,147000
66,missing,Reg,Lvl,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,BrkTil,Gd,TA,No,70,RL,Pave,GLQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,Unf,1.0,TA,TA,Y,missing,MnPrv,missing,6,WD ,1930,1995,1930.0,2007,63.0,4000,0.0,246.0,0.0,285.0,531.0,567,531,0,1098,216.0,0,0,0,0,0,0,0,148500
67,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,7,PConc,Gd,TA,No,160,RM,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,missing,Detchd,Unf,2.0,TA,TA,Y,missing,missing,missing,4,WD ,2004,2004,2004.0,2006,32.0,3363,117.0,0.0,0.0,976.0,976.0,976,732,0,1708,380.0,0,40,0,0,0,0,0,130000
68,missing,IR1,HLS,5,Hip,CompShg,MetalSd,MetalSd,Stone,Ex,TA,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,PConc,Ex,TA,Gd,20,RL,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Ex,7,Typ,1,Gd,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,6,WD ,2006,2006,2006.0,2007,94.0,13615,510.0,0.0,0.0,1802.0,1802.0,1802,0,0,1802,843.0,158,105,0,0,0,0,0,372000
69,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,PConc,Gd,TA,Gd,120,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,4,WD ,2005,2005,2005.0,2006,43.0,3013,145.0,16.0,0.0,1346.0,1362.0,1506,0,0,1506,440.0,142,20,0,0,0,0,0,213490
70,missing,IR2,Lvl,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7,PConc,Gd,TA,Gd,20,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,1,1,Gd,5,Typ,2,TA,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,1,Con,2009,2010,2009.0,2010,44.0,17485,96.0,1346.0,0.0,162.0,1508.0,1508,0,0,1508,572.0,0,0,0,0,0,0,0,308030
71,missing,IR2,Lvl,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,PConc,Ex,TA,Mn,20,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,3,0,3,1,Gd,7,Typ,0,missing,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,9,WD ,1996,1997,1996.0,2008,0.0,23730,668.0,700.0,0.0,1140.0,1840.0,2032,0,0,2032,786.0,0,46,192,0,0,0,0,300000
72,missing,Reg,Lvl,6,Hip,CompShg,BrkFace,BrkFace,None,TA,TA,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,CBlock,TA,TA,Mn,20,RL,Pave,ALQ,Unf,GasA,Ex,Y,SBrkr,0.0,1.0,1,0,3,1,TA,6,Typ,1,Fa,BuiltIn,Fin,2.0,TA,TA,Y,missing,missing,missing,7,WD ,1959,1959,1954.0,2006,79.0,8910,0.0,655.0,0.0,0.0,655.0,1194,0,0,1194,539.0,0,0,192,0,0,0,0,159500
73,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,PConc,Gd,TA,No,160,RM,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,missing,Detchd,Unf,2.0,TA,TA,Y,missing,missing,missing,4,WD ,2004,2004,2004.0,2006,24.0,2522,50.0,0.0,0.0,970.0,970.0,970,739,0,1709,380.0,0,40,0,0,0,0,0,137500
74,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,PConc,Gd,TA,Av,20,RL,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,7,Typ,0,missing,Attchd,RFn,3.0,TA,TA,Y,missing,missing,missing,4,WD ,2005,2005,2005.0,2006,73.0,8688,228.0,0.0,0.0,1616.0,1616.0,1616,0,0,1616,834.0,208,59,0,0,0,0,0,232000
75,missing,IR1,Lvl,6,Gable,CompShg,Stucco,Wd Shng,None,Gd,Gd,AllPub,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,6,BrkTil,TA,TA,No,30,RM,Grvl,Unf,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,0,1,1,TA,4,Typ,0,missing,Detchd,Unf,2.0,TA,TA,N,missing,missing,missing,7,WD ,1930,1950,1930.0,2008,0.0,6291,0.0,0.0,0.0,768.0,768.0,768,0,0,768,440.0,0,0,84,0,0,0,0,93850
76,missing,Reg,Lvl,5,Gable,CompShg,BrkFace,Wd Sdng,Stone,TA,TA,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,BrkTil,TA,TA,No,30,RL,Pave,Unf,Unf,GasA,Fa,N,FuseF,0.0,0.0,1,0,2,1,Fa,5,Mod,1,Gd,Detchd,Unf,1.0,Fa,Fa,N,missing,missing,missing,4,WD ,1924,1950,1924.0,2006,0.0,17529,65.0,0.0,0.0,872.0,872.0,872,0,0,872,322.0,0,0,116,0,0,0,0,105000
77,missing,IR1,Lvl,6,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,BrkTil,TA,TA,No,30,RM,Pave,Unf,Unf,GasA,Fa,N,SBrkr,0.0,0.0,1,0,1,1,Fa,4,Typ,0,missing,Detchd,Unf,1.0,Fa,TA,Y,missing,missing,missing,5,WD ,1927,1950,1920.0,2008,60.0,6324,0.0,0.0,0.0,520.0,520.0,520,0,0,520,240.0,49,0,87,0,0,0,0,68500
78,missing,Reg,Lvl,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,CBlock,TA,TA,No,90,RL,Pave,Rec,Unf,GasA,TA,Y,FuseA,0.0,0.0,2,0,5,2,TA,12,Typ,0,missing,Detchd,Unf,2.0,TA,TA,Y,missing,missing,missing,1,WD ,1960,1960,1960.0,2010,80.0,11600,361.0,443.0,0.0,662.0,1105.0,1105,1169,0,2274,480.0,0,0,0,0,0,0,0,154300
79,missing,Reg,Lvl,7,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,BrkTil,TA,Po,No,50,RM,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,TA,6,Typ,0,missing,missing,missing,0.0,missing,missing,N,missing,missing,missing,9,WD ,1925,2003,missing,2007,50.0,7288,0.0,0.0,0.0,936.0,936.0,936,665,0,1601,0.0,0,0,0,176,0,0,0,129850
80,Grvl,Reg,Lvl,7,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,BrkTil,TA,TA,No,70,RM,Pave,BLQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,1,0,3,1,TA,6,Typ,0,missing,Detchd,Unf,2.0,Fa,Fa,Y,missing,missing,missing,6,WD ,1910,1950,1920.0,2007,35.0,4571,0.0,168.0,0.0,448.0,616.0,616,616,0,1232,480.0,280,0,143,0,0,0,0,114000
81,missing,IR1,Lvl,5,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,PConc,Ex,TA,No,20,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,1,1,Ex,9,Typ,1,Gd,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,7,New,2008,2009,2009.0,2009,63.0,17423,748.0,1904.0,0.0,312.0,2216.0,2234,0,0,2234,1166.0,0,60,0,0,0,0,0,501837
82,Grvl,IR1,Lvl,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,BrkTil,TA,TA,Mn,50,RM,Pave,Unf,Unf,GasA,Gd,Y,SBrkr,0.0,0.0,1,1,4,1,TA,7,Typ,1,Gd,Detchd,Unf,3.0,TA,TA,Y,missing,missing,missing,6,WD ,1915,1950,1949.0,2008,100.0,12665,0.0,0.0,0.0,876.0,876.0,876,540,0,1416,720.0,418,0,194,0,0,0,0,153900
83,missing,Reg,Lvl,7,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,CBlock,TA,TA,No,20,RL,Pave,ALQ,Unf,GasA,Gd,Y,SBrkr,0.0,0.0,1,0,3,1,TA,5,Typ,0,missing,Detchd,Unf,2.0,TA,TA,Y,missing,GdWo,missing,7,WD ,1971,2006,1986.0,2009,60.0,9000,0.0,240.0,0.0,624.0,864.0,864,0,0,864,576.0,200,0,0,0,0,0,0,130000
84,missing,Reg,Lvl,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,PConc,Ex,TA,No,120,RM,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,TA,4,Typ,0,missing,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,4,WD ,1997,1997,1997.0,2008,32.0,4500,197.0,864.0,0.0,325.0,1189.0,1189,0,0,1189,392.0,0,122,0,0,0,0,0,160500
85,missing,Reg,Lvl,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,PConc,Ex,Gd,No,120,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,6,New,2006,2006,2006.0,2006,48.0,6373,572.0,415.0,0.0,1251.0,1666.0,1666,0,0,1666,575.0,228,75,0,0,0,0,0,310090
86,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,missing,Gd,TA,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,PConc,Gd,TA,No,20,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Gd,5,Typ,0,missing,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,8,WD ,2003,2003,2003.0,2009,67.0,10083,0.0,833.0,0.0,343.0,1176.0,1200,0,0,1200,555.0,0,41,0,0,0,0,0,184900
87,missing,Reg,Lvl,7,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,CBlock,Gd,TA,No,20,RL,Pave,Rec,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,0,2,1,TA,4,Typ,0,missing,Attchd,Unf,1.0,TA,TA,Y,missing,missing,missing,6,WD ,1956,2000,1956.0,2007,70.0,13300,0.0,377.0,0.0,551.0,928.0,928,0,0,928,252.0,261,0,156,0,0,0,0,132000
88,missing,Reg,Lvl,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,5,CBlock,Gd,TA,Mn,20,RL,Pave,ALQ,Rec,GasA,TA,Y,SBrkr,0.0,1.0,2,0,3,1,TA,6,Typ,1,Fa,Attchd,RFn,2.0,TA,TA,Y,missing,missing,Shed,8,WD ,1969,1969,1969.0,2009,80.0,9600,128.0,553.0,147.0,588.0,1288.0,1336,0,0,1336,502.0,312,11,0,0,0,0,650,163000
89,Pave,Reg,Lvl,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,PConc,Gd,TA,Av,160,FV,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,2,1,Gd,4,Typ,0,missing,Detchd,RFn,2.0,TA,TA,Y,missing,missing,missing,4,ConLD,2004,2004,2004.0,2010,30.0,3215,120.0,280.0,0.0,320.0,600.0,600,600,0,1200,480.0,0,172,0,0,0,0,0,155000
90,missing,IR1,Lvl,6,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,CBlock,TA,TA,Av,80,RL,Pave,GLQ,Unf,GasA,Gd,Y,SBrkr,0.0,1.0,2,0,4,1,TA,7,Typ,0,missing,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,5,WD ,1969,1969,1969.0,2008,0.0,11104,0.0,828.0,0.0,599.0,1427.0,1427,0,0,1427,516.0,0,0,0,0,216,0,0,183000
91,missing,IR3,Lvl,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,PConc,Gd,TA,Mn,60,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,7,Min2,2,TA,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,6,WD ,1996,2002,1996.0,2007,0.0,15295,254.0,762.0,0.0,98.0,860.0,1212,780,0,1992,608.0,225,32,0,0,0,0,0,211000
92,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,7,PConc,Gd,TA,No,60,RL,Pave,LwQ,GLQ,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,6,Typ,0,missing,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,10,WD ,1994,1994,1994.0,2009,70.0,9109,0.0,36.0,596.0,122.0,754.0,754,786,0,1540,495.0,140,32,0,0,0,0,0,184000
93,missing,Reg,Bnk,5,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,Slab,missing,missing,missing,90,RL,Pave,missing,missing,GasA,TA,Y,SBrkr,0.0,0.0,2,0,4,2,TA,8,Typ,0,missing,Attchd,Unf,2.0,TA,TA,Y,missing,GdPrv,missing,6,WD ,1979,1979,1979.0,2009,64.0,7018,0.0,0.0,0.0,0.0,0.0,1535,0,0,1535,400.0,0,0,0,0,0,0,0,118858
